#Input Size       Avg    Best            Worst        (time in sec)
10000	0.002000 		0.002000 		0.002000 	
20000	0.004000 		0.003000 		0.003000 	
30000	0.004000 		0.003000 		0.004000 	
40000	0.005000 		0.005000 		0.005000 	
50000	0.007000 		0.007000 		0.006000 	
60000	0.009000 		0.007000 		0.007000 	
70000	0.007000 		0.011000 		0.010000 	
80000	0.011000 		0.009000 		0.010000 	
90000	0.014000 		0.010000 		0.011000 	
100000	0.014000 		0.011000 		0.013000 	
